Image_number,URL,PMID,Pathophysiological_Process,Anatomy,Cell,Subject,Predicate,Object,Source,Normalized_Input,Category
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,decreased oligodendrocyte number,decreases,myelination,CBM,decreased oligodendrocyte number myelination,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,CCL11,increases,white matter microglial reactivity,CBM,ccl11 white matter microglial reactivity,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,white matter microglial reactivity,decreases,hippocampal neurogenesis,CBM,white matter microglial reactivity hippocampal neurogenesis,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,decreased hippocampal neurogenesis,decreases,myelination,CBM,decreased hippocampal neurogenesis myelination,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,COVID-19,Central Nervous System,Missing,negative regulation of myelination,increases,immune injury,CBM,negative regulation of myelination immune injury,Immune and Inflammatory Response
image_76,https://media.springernature.com/lw1200/springer-static/image/art%3A10.1186%2Fs40779-022-00431-x/MediaObjects/40779_2022_431_Fig1_HTML.png,36539855,Missing,Missing,Missing,immune injury,increases,Cognitive Dysfunction,CBM,immune injury cognitive dysfunction,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Non-neuronal non-glial cell,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Severe acute respiratory syndrome coronavirus 2 replication using cell machinery,CBM,severe acute respiratory syndrome coronavirus 2 severe acute respiratory syndrome coronavirus 2 replication using cell machinery,Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Non-neuronal non-glial cell,Missing,replicated Severe acute respiratory syndrome coronavirus 2,infects,olfactory nucleus,CBM,replicated severe acute respiratory syndrome coronavirus 2 olfactory nucleus,Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Non-neuronal non-glial cell,Missing,replicated Severe acute respiratory syndrome coronavirus 2,infects,brainstem nucleus,CBM,replicated severe acute respiratory syndrome coronavirus 2 brainstem nucleus,Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Non-neuronal non-glial cell,Missing,Severe acute respiratory syndrome coronavirus 2,increases,Exosomes,CBM,severe acute respiratory syndrome coronavirus 2 exosomes,Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Exosomes,increases,microglial cell activation,CBM,exosomes microglial cell activation,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Limbic neuron; nigrostriatal neuron,Missing,mature microglial cell,increases,Neuronal infection,CBM,mature microglial cell neuronal infection,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,nucleoprotein (SARS-CoV-2),CBM,neuronal infection nucleoprotein (sars cov 2),Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,spike glycoprotein (SARS-CoV-2),CBM,neuronal infection spike glycoprotein (sars cov 2),Systemic Cross-Organ Effects
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,IL1A,CBM,neuronal infection il1a,Viral Entry and Neuroinvasion
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,IL6,CBM,neuronal infection il6,Viral Entry and Neuroinvasion
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,TNF,CBM,neuronal infection tnf,Viral Entry and Neuroinvasion
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,TNC,CBM,neuronal infection tnc,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,FGB,CBM,neuronal infection fgb,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,Transcription Factors,CBM,neuronal infection transcription factors,Viral Entry and Neuroinvasion
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,IFITM3,CBM,neuronal infection ifitm3,Immune and Inflammatory Response
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,MIR148A,CBM,neuronal infection mir148a,Uncategorized
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,MIR590,CBM,neuronal infection mir590,Uncategorized
image_77,https://pub.mdpi-res.com/ijms/ijms-23-09739/article_deploy/html/images/ijms-23-09739-g002.png?1661838235,36077138,COVID-19,Missing,Missing,Neuronal infection,increases,SNCA,CBM,neuronal infection snca,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Severe acute respiratory syndrome coronavirus 2,decreases,ACE2,CBM,severe acute respiratory syndrome coronavirus 2 ace2,Systemic Cross-Organ Effects
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,ACE2,decreases,Infections,CBM,ace2 infections,Viral Entry and Neuroinvasion
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Infections,increases,neurodegenerative disease,CBM,infections neurodegenerative disease,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Infections,increases,neuropsychiatric disease,CBM,infections neuropsychiatric disease,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Infections,increases,cytokine production involved in inflammatory response,CBM,infections cytokine production involved in inflammatory response,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,Cytokine storm,CBM,cytokine production involved in inflammatory response cytokine storm,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,Neuroinflammatory Diseases,CBM,cytokine production involved in inflammatory response neuroinflammatory diseases,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,Oxidative Stress,CBM,cytokine production involved in inflammatory response oxidative stress,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,increases,cellular damage,CBM,cytokine production involved in inflammatory response cellular damage,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cytokine production involved in inflammatory response,decreases,Cell Physiological Phenomena,CBM,cytokine production involved in inflammatory response cell physiological phenomena,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,ACE2,decreases,RAS type GTPase family,CBM,ace2 ras type gtpase family,Viral Entry and Neuroinvasion
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,RAS type GTPase family,increases,Cytokine storm,CBM,ras type gtpase family cytokine storm,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,RAS type GTPase family,CBM,cytokine storm ras type gtpase family,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,Genomic Instability,CBM,cytokine storm genomic instability,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,Abnormality of mitochondrial metabolism,CBM,cytokine storm abnormality of mitochondrial metabolism,Systemic Cross-Organ Effects
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,cellular senescence,CBM,cytokine storm cellular senescence,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,"Protein Aggregation, Pathological",CBM,"cytokine storm protein aggregation, pathological",Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Cytokine storm,increases,inflammatory response,CBM,cytokine storm inflammatory response,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Genomic Instability,increases,neurodegenerative disease,CBM,genomic instability neurodegenerative disease,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Abnormality of mitochondrial metabolism,increases,neurodegenerative disease,CBM,abnormality of mitochondrial metabolism neurodegenerative disease,Systemic Cross-Organ Effects
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cellular senescence,increases,neurodegenerative disease,CBM,cellular senescence neurodegenerative disease,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,"Protein Aggregation, Pathological",increases,neurodegenerative disease,CBM,"protein aggregation, pathological neurodegenerative disease",Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,inflammatory response,increases,neurodegenerative disease,CBM,inflammatory response neurodegenerative disease,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Genomic Instability,increases,neuropsychiatric disease,CBM,genomic instability neuropsychiatric disease,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,Abnormality of mitochondrial metabolism,increases,neuropsychiatric disease,CBM,abnormality of mitochondrial metabolism neuropsychiatric disease,Systemic Cross-Organ Effects
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,cellular senescence,increases,neuropsychiatric disease,CBM,cellular senescence neuropsychiatric disease,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,"Protein Aggregation, Pathological",increases,neuropsychiatric disease,CBM,"protein aggregation, pathological neuropsychiatric disease",Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,inflammatory response,increases,neuropsychiatric disease,CBM,inflammatory response neuropsychiatric disease,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,excitotoxicity and  viral infectious disease,increases,Genomic Instability,CBM,excitotoxicity and viral infectious disease genomic instability,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,excitotoxicity and  viral infectious disease,increases,Abnormality of mitochondrial metabolism,CBM,excitotoxicity and viral infectious disease abnormality of mitochondrial metabolism,Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,excitotoxicity and  viral infectious disease,increases,cellular senescence,CBM,excitotoxicity and viral infectious disease cellular senescence,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,excitotoxicity and  viral infectious disease,increases,"Protein Aggregation, Pathological",CBM,"excitotoxicity and viral infectious disease protein aggregation, pathological",Neurodegenerative Mechanisms
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,excitotoxicity and  viral infectious disease,increases,inflammatory response,CBM,excitotoxicity and viral infectious disease inflammatory response,Immune and Inflammatory Response
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,D3 vitamins,increases,ACE2,CBM,d3 vitamins ace2,Viral Entry and Neuroinvasion
image_78,https://www.degruyter.com/document/doi/10.1515/revneuro-2020-0074/asset/graphic/j_revneuro-2020-0074_fig_002.jpg,33185582,COVID-19,Missing,Missing,D3 vitamins,increases,peptide antibiotic,CBM,d3 vitamins peptide antibiotic,Viral Entry and Neuroinvasion
