Image_number;URL;PMID;Pathophysiological Process;Anatomy;Cell;Subject;Object;Source;Predicate
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;I-kappaB/NF-kappaB complex;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;IL6;TYK2;CBM;TRIGGER
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;IL6;JAK2;CBM;TRIGGER
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;TYK2;phosphorylated STAT3;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;JAK2;phosphorylated STAT3;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;phosphorylated STAT3;phosphorylated STAT3 homodimer;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;phosphorylated STAT3;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;I-kappaB/NF-kappaB complex;NLRP3;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;I-kappaB/NF-kappaB complex;IL1B;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;I-kappaB/NF-kappaB complex;CASP1;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;phosphorylated STAT3 homodimer;NLRP3;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;phosphorylated STAT3 homodimer;IL1B;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;phosphorylated STAT3 homodimer;CASP1;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;NLRP3;NLRP3 inflammasome complex assembly;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;CASP1;NLRP3 inflammasome complex assembly;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;TNF;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;IL1B;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;IL6;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Missing;Missing;Missing;compound X;NLRP3 inflammasome complex assembly;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Mitochondrial Damage;Missing;Missing;Severe acute respiratory syndrome coronavirus 2;reactive oxygen species;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Mitochondrial Damage;Missing;Missing;reactive oxygen species;cell redox homeostasis;CBM;DECREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Mitochondrial Damage;Missing;Missing;imbalance of cell redox homeostasis;Mitochondiral Damage;CBM;INCREASE
image_82;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs10571-020-00938-8/MediaObjects/10571_2020_938_Fig2_HTML.png;32772307;Mitochondrial Damage;Missing;Missing;compound X;Mitochondiral Damage;CBM;DECREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;poor diet ;peripheral cytokines;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;peripheral cytokines ;central nervous system cytokines;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;SARS-CoV2 neuroinvasion via cranial nerves;central nervous system cytokines;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;central nervous system cytokines ;microglial cell activation;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;central nervous system cytokines ;altered tryptophan metabolic process;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;microglial cell activation ;Neuronal Plasticity;CBM;DECREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;microglial cell activation ;neurogenesis;CBM;DECREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;Sedentary Behavior;peripheral cytokines;CBM;INCREASE
image_83;https://www.frontiersin.org/files/Articles/657004/fneur-12-657004-HTML/image_m/fneur-12-657004-g001.jpg;33967944;Depression in COVID-19;Missing;Missing;Stress, Psychological;central nervous system cytokines;CBM;INCREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;COVID-19;myopathy;CBM;INCREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;myopathy ;chronic brain inflammation;CBM;INCREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;chronic brain inflammation ;cerebral blood circulation;CBM;DECREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;chronic brain inflammation ;neurotransmitter function;CBM;DECREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;chronic brain inflammation ;glymphatic system congestion;CBM;INCREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Fatigue in Long Covid;Missing;Missing;chronic brain inflammation ;neuromuscular junction inflammation;CBM;INCREASE
image_84;https://psychscenehub.com/wp-content/uploads/2022/10/Pathophysiology-of-Fatigue-in-Long-Covid.png;Not_found;Missing;Muscle, Skeletal;Missing;neuromuscular junction inflammation ;Abnormality of mitochondrial metabolism;CBM;INCREASE
image_85;https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703;39000276;Changes in tau Protein;Hippocampus;Missing;nucleoprotein (SARS-CoV-2);stress granule assembly;CBM;INCREASE
image_85;https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703;39000276;Changes in tau Protein;Hippocampus;Missing;stress granule assembly ;tau aggregation;CBM;INCREASE
image_85;https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703;39000276;Changes in tau Protein;Hippocampus;Missing;tau aggregation ;tau post translational modification;CBM;INCREASE
image_85;https://pub.mdpi-res.com/ijms/ijms-25-07169/article_deploy/html/images/ijms-25-07169-ag.png?1720701703;39000276;Changes in tau Protein;Hippocampus;Missing;SUMO2;stress granule assembly;CBM;DECREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;"Neurons; Astrocytes; Microglia";Missing;Severe acute respiratory syndrome coronavirus 2;ACE2;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;"Neurons; Astrocytes; Microglia";Missing;microglial cell activation;neuroinflammation;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;"Neurons; Astrocytes; Microglia";Missing;macrophage activation;neuroinflammation;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;"Neurons; Astrocytes; Microglia";Missing;viral entry into host cell;hypoxia;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;"Neurons; Astrocytes; Microglia";Missing;hypoxia;damaged neuron;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;Missing;Missing;inflammatory response;Severe acute respiratory syndrome coronavirus 2;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;Missing;Missing;ACE2;viral entry into host cell;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;Missing;Missing;TMPRSS2;viral entry into host cell;CBM;INCREASE
image_86;https://media.springernature.com/lw685/springer-static/image/art%3A10.1007%2Fs12035-024-04421-z/MediaObjects/12035_2024_4421_Fig1_HTML.png;39133434;Missing;Missing;Missing;viral entry into host cell;COVID-19 Infection;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;viral entry through eyes ;nervus opticus infection;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;nervus opticus infection ;perineural fluid enters brain;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;viral entry through nose ;olfactory epithelium infection;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;olfactory epithelium infection ;perineural fluid enters brain;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Infectious Lung Disorder;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Intestinal infectious disease;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Infectious disease of heart;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;testicular infection;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Infectious disorder of kidney;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Infectious disease of brain;CBM;INCREASE
image_87;https://c8.alamy.com/comp/2D85R28/ways-of-spreading-coronavirus-infection-olfactory-transmission-of-covid-19-ophthalmic-viremia-coronavirus-vector-illustration-on-isolated-2D85R28.jpg;Not_found;Spreading COVID-19 infection;"Eye; Nose; Blood Vessels";Missing;Viremia ;Hepatic Infection;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;COVID-19;systemic inflammation;CBM;CAUSE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;systemic inflammation ;Cytokine storm;CBM;CAUSE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Cytokine storm ;IL6;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Cytokine storm ;IFNG;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Cytokine storm ;TNF;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Cytokine storm ;IFNA1;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Cytokine storm ;Neuroinflammation;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Neuroinflammation ;Brain Damage, Chronic;CBM;CAUSE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;Neuroinflammation ;major depressive disorder;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;TDO2;tryptophan;CBM;INCREASE
image_88;https://media.springernature.com/lw1200/springer-static/image/art%3A10.1007%2Fs12031-022-02004-y/MediaObjects/12031_2022_2004_Fig3_HTML.png;35322375;Neuroinflammation in COVID-19;Missing;Missing;IDO1;tryptophan;CBM;INCREASE
